15,축제/공연/행사,A02,인문(문화/예술/역사),A0208,공연행사,A02080300,뮤지컬
15,축제/공연/행사,A02,인문(문화/예술/역사),A0208,공연행사,A02080400,오페라
15,축제/공연/행사,A02,인문(문화/예술/역사),A0208,공연행사,A02080500,전시회
15,축제/공연/행사,A02,인문(문화/예술/역사),A0208,공연행사,A02080600,박람회
15,축제/공연/행사,A02,인문(문화/예술/역사),A0208,공연행사,A02080800,무용
15,축제/공연/행사,A02,인문(문화/예술/역사),A0208,공연행사,A02080900,클래식음악회
15,축제/공연/행사,A02,인문(문화/예술/역사),A0208,공연행사,A02081000,대중콘서트
15,축제/공연/행사,A02,인문(문화/예술/역사),A0208,공연행사,A02081100,영화
15,축제/공연/행사,A02,인문(문화/예술/역사),A0208,공연행사,A02081200,스포츠경기
15,축제/공연/행사,A02,인문(문화/예술/역사),A0208,공연행사,A02081300,기타행사
28,레포츠,A03,레포츠,A0301,레포츠소개,A03010200,수상레포츠
28,레포츠,A03,레포츠,A0301,레포츠소개,A03010300,항공레포츠
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03020200,수련시설
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03020300,경기장
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03020400,인라인(실내 인라인 포함)
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03020500,자전거하이킹
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03020600,카트
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03020700,골프
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03020800,경마
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03020900,경륜
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03021000,카지노
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03021100,승마
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03021200,스키/스노보드
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03021300,스케이트
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03021400,썰매장
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03021500,수렵장
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03021600,사격장
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03021700,야영장,오토캠핑장
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03021800,암벽등반
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03022000,서바이벌게임
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03022100,ATV
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03022200,MTB
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03022300,오프로드
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03022400,번지점프
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03022600,스키(보드) 렌탈샵
28,레포츠,A03,레포츠,A0302,육상 레포츠,A03022700,트래킹
28,레포츠,A03,레포츠,A0303,수상 레포츠,A03030100,윈드서핑/제트스키
28,레포츠,A03,레포츠,A0303,수상 레포츠,A03030200,카약/카누
28,레포츠,A03,레포츠,A0303,수상 레포츠,A03030300,요트
28,레포츠,A03,레포츠,A0303,수상 레포츠,A03030400,스노쿨링/스킨스쿠버다이빙
28,레포츠,A03,레포츠,A0303,수상 레포츠,A03030500,민물낚시
28,레포츠,A03,레포츠,A0303,수상 레포츠,A03030600,바다낚시
28,레포츠,A03,레포츠,A0303,수상 레포츠,A03030700,수영
28,레포츠,A03,레포츠,A0303,수상 레포츠,A03030800,래프팅
28,레포츠,A03,레포츠,A0304,항공 레포츠,A03040100,스카이다이빙
28,레포츠,A03,레포츠,A0304,항공 레포츠,A03040200,초경량비행
28,레포츠,A03,레포츠,A0304,항공 레포츠,A03040300,헹글라이딩/패러글라이딩
28,레포츠,A03,레포츠,A0304,항공 레포츠,A03040400,열기구
28,레포츠,A03,레포츠,A0305,복합 레포츠,A03050100,복합 레포츠
38,쇼핑,A04,쇼핑,A0401,쇼핑,A04010100,5일장
38,쇼핑,A04,쇼핑,A0401,쇼핑,A04010200,상설시장
38,쇼핑,A04,쇼핑,A0401,쇼핑,A04010300,백화점
38,쇼핑,A04,쇼핑,A0401,쇼핑,A04010400,면세점
38,쇼핑,A04,쇼핑,A0401,쇼핑,A04010500,대형마트
38,쇼핑,A04,쇼핑,A0401,쇼핑,A04010600,전문매장/상가
38,쇼핑,A04,쇼핑,A0401,쇼핑,A04010700,공예/공방
38,쇼핑,A04,쇼핑,A0401,쇼핑,A04010900,특산물판매점
38,쇼핑,A04,쇼핑,A0401,쇼핑,A04011000,사후면세점
39,음식,A05,음식,A0502,음식점,A05020100,한식
39,음식,A05,음식,A0502,음식점,A05020200,서양식
39,음식,A05,음식,A0502,음식점,A05020300,일식
39,음식,A05,음식,A0502,음식점,A05020400,중식
39,음식,A05,음식,A0502,음식점,A05020700,이색음식점
39,음식,A05,음식,A0502,음식점,A05020900,카페/전통찻집
39,음식,A05,음식,A0502,음식점,A05021000,클럽
