126.5607624,33.2544083,1
126.5607755,33.2543494,2
126.5608381,33.2540536,3
126.56088,33.2537829,4
126.5609262,33.2535468,5
126.560945,33.2533808,6
126.5609703,33.2531475,7
126.5609703,33.2531475,8
126.5613366,33.2532111,9
126.5614232,33.2532347,10
126.5615306,33.2532585,11
126.5620207,33.2532857,12
126.5624992,33.2533973,13
126.5626552,33.2534337,14
126.5627578,33.2534565,15
126.5627998,33.2534666,16
126.5629293,33.2534949,17
126.5630924,33.2535354,18
126.5638094,33.2536897,19
126.5639745,33.2537279,20
126.5641374,33.2537583,21
126.564157,33.2537085,22
126.564249,33.253411,23
126.5643,33.2532249,24
126.5644624,33.2526666,25
126.5646185,33.2521704,26
126.5650401,33.252265,27
126.5650964,33.2522785,28
126.5653006,33.2523231,29
126.5654559,33.25236,30
126.5658321,33.2524413,31
126.5664036,33.2525485,32
126.566525,33.2525749,33
126.566737,33.2526157,34
126.5670624,33.2526333,35
126.5674,33.2526416,36
126.5674964,33.2526391,37
126.5675511,33.2526336,38
126.5675856,33.25263,39
126.5675911,33.2525494,40
126.5676222,33.2521256,41
126.5676266,33.2520659,42
126.5676308,33.2520169,43
126.5677906,33.2520053,44
126.5678116,33.252006,45
126.5678501,33.2520071,46
126.5678686,33.2520076,47
126.5689656,33.2520411,48
126.569025,33.2520416,49
126.5695,33.2520482,50
126.569625,33.2520499,51
126.5696374,33.2516333,52
126.5696528,33.251505,53
126.5696569,33.2514499,54
126.5696592,33.2514151,55
126.5697124,33.2514166,56
126.5700486,33.251454,57
126.5700601,33.2513885,58
126.5699239,33.2512514,59
126.569871,33.2511524,60
126.5698636,33.2510877,61
126.569872,33.2510572,62
126.5698924,33.2510426,63
126.569922,33.2510496,64
126.5699502,33.2510669,65
126.5699911,33.2511522,66
126.5700648,33.2512026,67
126.5700823,33.2512061,68
126.5702131,33.251079,69
126.5702293,33.2510352,70
126.5702261,33.2509975,71
126.5701888,33.2509541,72
126.5700922,33.2509035,73
126.5701066,33.2508152,74
126.5702774,33.2506147,75
126.5703859,33.2505645,76
126.5704038,33.2505261,77
126.5704307,33.2504073,78
126.5704935,33.2502787,79
126.5704862,33.2501726,80
126.5704964,33.2501665,81
126.5706507,33.250079,82
126.5706603,33.2499999,83
126.5706929,33.249897,84
126.5708141,33.2495644,85
126.5709019,33.2493926,86
126.5709371,33.2493367,87
126.5709907,33.249262,88
126.5710193,33.2491443,89
126.5710458,33.2488027,90
126.5710577,33.2486962,91
126.5711211,33.2485743,92
126.5712167,33.2484684,93
126.5714544,33.2484362,94
126.5715311,33.2483291,95
126.5716489,33.2482926,96
126.5716224,33.2481189,97
126.5717192,33.2480222,98
126.571736,33.2479588,99
126.5717482,33.2478263,100
126.5716996,33.2475765,101
126.5717387,33.2471973,102
126.5717509,33.2470968,103
126.571775,33.2470166,104
126.571775,33.2469262,105
126.5718236,33.2469274,106
126.572042,33.2469326,107
126.5720808,33.2469335,108
126.5720957,33.24686,109
126.5720574,33.2467837,110
126.5720259,33.246703,111
126.5719564,33.2461323,112
126.5719094,33.2461082,113
126.5718746,33.2460807,114
126.571843,33.2460188,115
126.5717193,33.2457764,116
126.5716631,33.2456665,117
126.5717796,33.2456289,118
126.5719287,33.2455574,119
126.5720016,33.24555,120
126.572083,33.2455087,121
126.5720866,33.2454282,122
126.572118,33.2453843,123
126.5721182,33.2453729,124
126.5721022,33.2453558,125
126.5719596,33.2453162,126
126.5717098,33.2451712,127
126.5717056,33.2451042,128
126.5716812,33.2451051,129
126.5713744,33.2451066,130
126.5712628,33.2450952,131
126.570423,33.2449407,132
126.5698673,33.2448324,133
126.5696244,33.2446086,134
126.5694876,33.2444899,135
126.5694092,33.244424,136
126.5693464,33.2443674,137
126.5693903,33.2442976,138
126.5694085,33.2442582,139
126.5694148,33.2441994,140
126.5693882,33.2440753,141
126.5693757,33.2440178,142
126.569382,33.2439577,143
126.5693773,33.2439002,144
126.5693523,33.2438714,145
126.5693297,33.2438514,146
126.5692992,33.2438361,147
126.5692632,33.243827,148
126.5691429,33.2437982,149
126.5690539,33.2437904,150
126.5689648,33.2437577,151
126.568907,33.2437133,152
126.5688695,33.2436715,153
126.5688382,33.2436244,154
126.5687992,33.2435996,155
126.5687445,33.2435669,156
126.5687117,33.2435264,157
126.568682,33.2434951,158
126.5686414,33.243465,159
126.5685992,33.2434232,160
126.5685601,33.2434036,161
126.568521,33.2434036,162
126.5684648,33.2434193,163
126.568346,33.2434946,164
126.5683156,33.2434733,165
126.5682008,33.2433899,166
126.5680503,33.2432584,167
126.5674328,33.2427251,168
126.5672737,33.2425873,169
126.5674832,33.2424869,170
126.5676125,33.2424249,171
126.5678374,33.2422916,172
126.5678624,33.2422333,173
126.56785,33.2421333,174
126.5680051,33.2420248,175
126.568,33.2419965,176
126.5679883,33.2419544,177
126.5679711,33.2419226,178
126.5678015,33.2417603,179
126.5677692,33.241751,180
126.5677382,33.2417519,181
126.5676976,33.2417652,182
126.5674611,33.2419346,183
126.5674197,33.2418935,184
126.5669478,33.2414898,185
126.566764,33.2413932,186
126.5666151,33.2413207,187
126.566566,33.2412376,188
126.5665207,33.2411896,189
126.5661195,33.2408613,190
126.5660622,33.2409198,191
126.565946,33.2408326,192
126.5659151,33.2408636,193
126.5658035,33.2409765,194
126.5656782,33.2408309,195
126.5654624,33.2405999,196
126.5652445,33.2403667,197
126.5650904,33.2402017,198
126.5649443,33.2400542,199
126.564826,33.2399861,200
126.5647145,33.2399455,201
126.5647519,33.2398393,202
126.5648675,33.2395107,203
126.56455,33.2394333,204
126.5643625,33.2394083,205
126.5643375,33.2394083,206
126.5641749,33.2393999,207
126.5641298,33.2394066,208
126.5640382,33.2394345,209
126.563955,33.2394548,210
126.5639165,33.2395126,211
126.5638973,33.2395882,212
126.5638922,33.2396348,213
126.5638125,33.2396166,214
126.5637125,33.2395999,215
126.5635576,33.2395916,216
126.5635124,33.2395916,217
126.5634499,33.2395999,218
126.5633499,33.2396333,219
126.5633419,33.2396363,220
126.56245,33.2399666,221
126.5623513,33.2400019,222
126.5621974,33.2400568,223
126.5621,33.2400916,224
126.5620125,33.2401333,225
126.5619,33.2402083,226
126.5618646,33.2402411,227
126.5618569,33.2402483,228
126.5618375,33.2402749,229
126.5617875,33.2403583,230
126.561551,33.2408971,231
126.5614374,33.2411583,232
126.5614029,33.2412472,233
126.5613202,33.2414438,234
126.5612803,33.2415328,235
126.5613089,33.2416741,236
126.5613246,33.2417656,237
126.5613324,33.2418022,238
126.561348,33.2418166,239
126.5613652,33.241814,240
126.5613792,33.2417957,241
126.5614246,33.2416807,242
126.5614496,33.2416441,243
126.5614761,33.2416219,244
126.5615053,33.2416077,245
126.561525,33.2415249,246
126.5615624,33.2413999,247
126.5615735,33.2413689,248
126.5616125,33.2413076,249
126.562314,33.2416517,250
126.5625033,33.2417453,251
126.5625681,33.2417822,252
126.562897,33.2420343,253
126.5629656,33.2420869,254
126.5635,33.2425083,255
126.563699,33.2427431,256
126.5637135,33.2427601,257
126.5637586,33.2428143,258
126.563818,33.2428885,259
126.5638972,33.2431161,260
126.5640308,33.2435003,261
126.5641124,33.2437416,262
126.5641749,33.2439083,263
126.5641876,33.2439566,264
126.5642398,33.2441518,265
126.5643278,33.2444821,266
126.5643689,33.2446364,267
126.5644097,33.2448033,268
126.5643667,33.2449463,269
126.5645741,33.2450603,270
126.5646393,33.2451087,271
126.5647491,33.2452231,272
126.5647944,33.2452753,273
126.5648041,33.245297,274
126.5647972,33.2453159,275
126.5647553,33.2453501,276
126.5643623,33.2456297,277
126.5643365,33.2456415,278
126.5643095,33.2456428,279
126.5642805,33.2456374,280
126.5642375,33.2456249,281
126.5641625,33.2455999,282
126.5640875,33.2458333,283
126.5640803,33.2458837,284
126.5640625,33.2460083,285
126.5641625,33.2466666,286
126.5642124,33.2473916,287
126.564197,33.2476033,288
126.5641959,33.2476174,289
126.5641625,33.2480749,290
126.56405,33.2486583,291
